1 0.00378 0.00338
2 0.00422 0.00378
3 0.005 0.00549
4 0.00583 0.01433
5 0.00696 0.05989
6 0.00841 0.30058
7 0.01035 1.65399
8 0.01221 2.22042
9 0.00286 8.91944
10 0.00324 49.2731
