1 0.00712 0.00654 0.00454
2 0.00798 0.0083 0.00464
4 0.00858 0.00878 0.00681
8 0.02615 0.02743 0.02741
16 0.15893 0.17679 0.21151
32 1.05438 0.83653 0.35697
64 1.61638 1.6394 2.05392
128 12.3147 12.664 16.1963
