 0.1,  0.1,    1, 34192,  3043
 0.1,  0.1,    3, 34192,  3543
 0.1,  0.1,    5, 34192,  3443
 0.1,  0.1,   10, 34192,  2387
 0.1,  0.1,   50, 34192,   964
 0.1,  0.1,  100, 34192,   394
 0.1,  0.1,  300, 34192,     0
 0.1,  0.1,  500, 34192,     0
 0.1,  0.2,    1, 34192,  4383
 0.1,  0.2,    3, 34192,  3150
 0.1,  0.2,    5, 34192,  1819
 0.1,  0.2,   10, 34192,     0
 0.1,  0.2,   50, 34192,  1109
 0.1,  0.2,  100, 34192,   394
 0.1,  0.2,  300, 34192,     0
 0.1,  0.2,  500, 34192,     0
 0.1,  0.3,    1, 34192,  4438
 0.1,  0.3,    3, 34192,  4719
 0.1,  0.3,    5, 34192,  3767
 0.1,  0.3,   10, 34192,  2877
 0.1,  0.3,   50, 34192,  1487
 0.1,  0.3,  100, 34192,     0
 0.1,  0.3,  300, 34192,   394
 0.1,  0.3,  500, 34192,     0
 0.1,  0.4,    1, 34192,  1614
 0.1,  0.4,    3, 34192,  5734
 0.1,  0.4,    5, 34192,  1618
 0.1,  0.4,   10, 34192,  1487
 0.1,  0.4,   50, 34192,  1487
 0.1,  0.4,  100, 34192,   964
 0.1,  0.4,  300, 34192,   394
 0.1,  0.4,  500, 34192,     0
 0.1,  0.5,    1, 34192,  6495
 0.1,  0.5,    3, 34192,   964
 0.1,  0.5,    5, 34192,  4817
 0.1,  0.5,   10, 34192,   505
 0.1,  0.5,   50, 34192,  1109
 0.1,  0.5,  100, 34192,   394
 0.1,  0.5,  300, 34192,   394
 0.1,  0.5,  500, 34192,     0
 0.1,  0.6,    1, 34192,  4918
 0.1,  0.6,    3, 34192,  2791
 0.1,  0.6,    5, 34192,  4212
 0.1,  0.6,   10, 34192,  2372
 0.1,  0.6,   50, 34192,     0
 0.1,  0.6,  100, 34192,     0
 0.1,  0.6,  300, 34192,   394
 0.1,  0.6,  500, 34192,     0
 0.1,  0.7,    1, 34192,  6743
 0.1,  0.7,    3, 34192,  2789
 0.1,  0.7,    5, 34192,  1571
 0.1,  0.7,   10, 34192,   505
 0.1,  0.7,   50, 34192,     0
 0.1,  0.7,  100, 34192,   505
 0.1,  0.7,  300, 34192,     0
 0.1,  0.7,  500, 34192,     0
 0.1,  0.8,    1, 34192,  2918
 0.1,  0.8,    3, 34192,  2387
 0.1,  0.8,    5, 34192,  1571
 0.1,  0.8,   10, 34192,  1614
 0.1,  0.8,   50, 34192,   505
 0.1,  0.8,  100, 34192,     0
 0.1,  0.8,  300, 34192,   394
 0.1,  0.8,  500, 34192,   394
 0.2,  0.1,    1, 34192,  6092
 0.2,  0.1,    3, 34192,   505
 0.2,  0.1,    5, 34192,  4288
 0.2,  0.1,   10, 34192,  1062
 0.2,  0.1,   50, 34192,   505
 0.2,  0.1,  100, 34192,     0
 0.2,  0.1,  300, 34192,     0
 0.2,  0.1,  500, 34192,     0
 0.2,  0.2,    1, 34192,  7226
 0.2,  0.2,    3, 34192,  5599
 0.2,  0.2,    5, 34192,  3566
 0.2,  0.2,   10, 34192,     0
 0.2,  0.2,   50, 34192,   505
 0.2,  0.2,  100, 34192,     0
 0.2,  0.2,  300, 34192,     0
 0.2,  0.2,  500, 34192,     0
 0.2,  0.3,    1, 34192,  3029
 0.2,  0.3,    3, 34192,  5019
 0.2,  0.3,    5, 34192,  6193
 0.2,  0.3,   10, 34192,  1881
 0.2,  0.3,   50, 34192,  1755
 0.2,  0.3,  100, 34192,     0
 0.2,  0.3,  300, 34192,     0
 0.2,  0.3,  500, 34192,     0
 0.2,  0.4,    1, 34192,  5348
 0.2,  0.4,    3, 34192,  1376
 0.2,  0.4,    5, 34192,  2576
 0.2,  0.4,   10, 34192,     0
 0.2,  0.4,   50, 34192,  1101
 0.2,  0.4,  100, 34192,   394
 0.2,  0.4,  300, 34192,   394
 0.2,  0.4,  500, 34192,     0
 0.2,  0.5,    1, 34192,  4485
 0.2,  0.5,    3, 34192,  4245
 0.2,  0.5,    5, 34192,  1618
 0.2,  0.5,   10, 34192,  3878
 0.2,  0.5,   50, 34192,   394
 0.2,  0.5,  100, 34192,   505
 0.2,  0.5,  300, 34192,     0
 0.2,  0.5,  500, 34192,     0
 0.2,  0.6,    1, 34192,  3111
 0.2,  0.6,    3, 34192,  2918
 0.2,  0.6,    5, 34192,  2887
 0.2,  0.6,   10, 34192,  3494
 0.2,  0.6,   50, 34192,   964
 0.2,  0.6,  100, 34192,   505
 0.2,  0.6,  300, 34192,     0
 0.2,  0.6,  500, 34192,     0
 0.2,  0.7,    1, 34192,  5313
 0.2,  0.7,    3, 34192,  7051
 0.2,  0.7,    5, 34192,  2918
 0.2,  0.7,   10, 34192,  1881
 0.2,  0.7,   50, 34192,  1948
 0.2,  0.7,  100, 34192,     0
 0.2,  0.7,  300, 34192,   394
 0.2,  0.7,  500, 34192,   394
 0.2,  0.8,    1, 34192,  3962
 0.2,  0.8,    3, 34192,  5852
 0.2,  0.8,    5, 34192,   505
 0.2,  0.8,   10, 34192,  2451
 0.2,  0.8,   50, 34192,  1109
 0.2,  0.8,  100, 34192,  1109
 0.2,  0.8,  300, 34192,   964
 0.2,  0.8,  500, 34192,     0
 0.3,  0.1,    1, 34192,  4139
 0.3,  0.1,    3, 34192,  5366
 0.3,  0.1,    5, 34192,  1643
 0.3,  0.1,   10, 34192,  2372
 0.3,  0.1,   50, 34192,  1062
 0.3,  0.1,  100, 34192,   505
 0.3,  0.1,  300, 34192,     0
 0.3,  0.1,  500, 34192,     0
 0.3,  0.2,    1, 34192,  7528
 0.3,  0.2,    3, 34192,  6216
 0.3,  0.2,    5, 34192,  4234
 0.3,  0.2,   10, 34192,  1062
 0.3,  0.2,   50, 34192,   394
 0.3,  0.2,  100, 34192,   394
 0.3,  0.2,  300, 34192,     0
